"","Team","Game","Spread","Outcome","MIN","PTS","P2p","P3p","FTp","OREB","DREB","AST","TOV","STL","BLK","PF"
"514","DEN",21900501,-26,"L",48,104,0.513888888888889,0.32,0.666666666666667,14,25,25,16,7,5,22
"515","DEN",21900509,8,"W",48,124,0.633333333333333,0.296296296296296,0.888888888888889,15,32,27,10,7,2,21
"516","DEN",21900528,-14,"L",48,114,0.586206896551724,0.206896551724138,0.823529411764706,9,24,18,12,6,2,23
"517","DEN",21900543,8,"W",48,123,0.584615384615385,0.333333333333333,0.740740740740741,7,34,27,4,4,6,23
"518","DEN",21900559,1,"W",48,107,0.524590163934426,0.375,0.8,9,29,27,13,7,5,22
"519","DEN",21900582,-8,"L",48,103,0.589285714285714,0.205128205128205,0.722222222222222,11,31,23,5,9,4,13
"520","DEN",21900589,10,"W",48,114,0.5,0.44,0.783783783783784,9,35,24,14,7,4,26
"521","DEN",21900610,14,"W",48,100,0.568627450980392,0.321428571428571,0.6,3,37,28,13,8,7,18
"522","DEN",21900617,3,"W",53,134,0.461538461538462,0.485714285714286,0.884615384615385,15,41,31,21,11,6,23
"523","DEN",21900638,-8,"L",48,107,0.584615384615385,0.130434782608696,0.6875,12,32,22,9,10,4,19
"524","DEN",21900649,7,"W",48,107,0.542372881355932,0.354838709677419,0.833333333333333,13,40,26,13,9,1,18
"525","DEN",21900662,-16,"L",48,105,0.5,0.357142857142857,0.733333333333333,13,27,25,15,12,6,21
"526","DEN",21900676,7,"W",48,113,0.415384615384615,0.317073170731707,1,24,32,26,15,14,6,19
"527","DEN",21900685,7,"W",48,117,0.507692307692308,0.392857142857143,0.9,11,31,28,15,10,3,23
"528","DEN",21900704,-8,"L",48,96,0.365853658536585,0.377777777777778,0.833333333333333,13,31,23,19,9,4,16
"529","DEN",21900718,6,"W",48,106,0.53448275862069,0.333333333333333,0.80952380952381,8,35,25,10,7,5,16
"530","DEN",21900724,12,"W",48,127,0.481481481481481,0.478260869565217,1,7,43,29,13,8,10,19
"531","DEN",21900737,-5,"L",53,123,0.59375,0.3125,0.772727272727273,14,33,30,10,7,7,19
"532","DEN",21900753,28,"W",48,127,0.517857142857143,0.5,0.72,12,38,30,14,5,7,22
"533","DEN",21900762,3,"W",48,98,0.533333333333333,0.233333333333333,0.722222222222222,13,39,23,11,8,5,17
"534","DEN",21900784,9,"W",48,117,0.62962962962963,0.392857142857143,0.761904761904762,8,32,23,14,7,7,22
"535","DEN",21900799,7,"W",48,127,0.6,0.514285714285714,0.826086956521739,9,28,34,11,7,5,16
"536","DEN",21900817,-4,"L",53,116,0.523809523809524,0.44,0.772727272727273,3,39,32,12,9,2,26
"537","DEN",21900831,-12,"L",48,101,0.62,0.222222222222222,0.91304347826087,8,31,19,19,7,3,20
"538","DEN",21900844,12,"W",48,128,0.7,0.366666666666667,0.647058823529412,5,33,29,14,9,7,24
"539","DEN",21900860,17,"W",48,115,0.614035087719298,0.473684210526316,0.818181818181818,9,32,33,18,12,3,20
"540","DEN",21900886,-29,"L",48,103,0.484848484848485,0.36,0.75,13,26,19,15,7,6,18
"541","DEN",21900898,15,"W",48,133,0.617021276595745,0.5,0.7,7,34,38,16,6,1,22
"542","DEN",21900913,-16,"L",48,100,0.537313432835821,0.15,0.730769230769231,19,34,22,16,6,5,26
"543","DEN",21900926,2,"W",48,114,0.631578947368421,0.307692307692308,0.9,13,25,29,13,7,5,21
"544","DEN",21900942,-2,"L",48,102,0.566037735849057,0.40625,0.375,9,24,28,18,15,0,19
"545","DEN",21900958,14,"W",48,109,0.471698113207547,0.390243902439024,0.916666666666667,6,42,28,14,11,8,20
"546","DEN",21900973,-16,"L",48,97,0.568181818181818,0.358974358974359,0.625,3,37,23,16,6,4,20
"547","DEN",21901239,-20,"L",48,105,0.574074074074074,0.228571428571429,0.791666666666667,13,25,28,19,7,2,32
"548","DEN",21901251,8,"W",53,121,0.564516129032258,0.28,0.769230769230769,9,37,23,13,10,3,29
"549","DEN",21901264,6,"W",48,132,0.654545454545455,0.388888888888889,0.857142857142857,14,32,31,14,6,5,21
"550","DEN",21901272,-10,"L",48,115,0.535714285714286,0.5,0.764705882352941,11,33,30,16,5,4,22
"551","DEN",21901281,2,"W",58,134,0.591549295774648,0.243243243243243,0.766666666666667,12,40,29,11,10,5,24
"552","DEN",21901296,-3,"L",48,121,0.592592592592593,0.565217391304348,0.782608695652174,10,25,27,14,6,2,20
"553","DEN",21901307,-13,"L",48,111,0.576923076923077,0.371428571428571,0.631578947368421,9,33,33,12,4,3,19
"554","DEN",21901318,-8,"L",48,109,0.408163265306122,0.421052631578947,0.91304347826087,9,32,27,16,9,11,15
"555","DET",21900004,9,"W",48,119,0.555555555555556,0.458333333333333,0.787878787878788,10,35,26,18,5,6,21
"556","DET",21900014,-17,"L",48,100,0.520833333333333,0.27027027027027,0.909090909090909,9,30,20,14,6,5,20
"557","DET",21900027,-6,"L",48,111,0.578947368421053,0.421052631578947,0.583333333333333,5,30,20,23,11,7,28
"558","DET",21900041,2,"W",48,96,0.421052631578947,0.541666666666667,0.9,9,39,21,20,2,3,18
"559","DET",21900060,-12,"L",48,113,0.46551724137931,0.466666666666667,0.739130434782609,11,31,30,20,5,1,15
"560","DET",21900073,-6,"L",48,106,0.625,0.206896551724138,0.75,10,37,21,16,11,8,21
"561","DET",21900078,4,"W",48,113,0.515625,0.296296296296296,0.793103448275862,5,36,21,8,8,7,18
"562","DET",21900091,-16,"L",48,99,0.381818181818182,0.481481481481481,0.782608695652174,13,29,21,21,4,9,20
"563","DET",21900103,20,"W",48,122,0.591836734693878,0.5,0.791666666666667,8,35,37,17,7,1,17
"564","DET",21900116,-6,"L",48,106,0.490566037735849,0.393939393939394,0.833333333333333,10,30,27,17,6,4,26
"565","DET",21900140,-6,"L",48,114,0.418181818181818,0.5,0.8,12,27,25,17,9,5,22
"566","DET",21900148,-9,"L",48,108,0.513513513513513,0.365853658536585,0.675675675675676,8,24,27,16,9,9,28
"567","DET",21900167,-3,"L",48,106,0.543478260869565,0.428571428571429,1,7,35,25,21,3,3,19
"568","DET",21900209,-20,"L",48,89,0.4,0.242424242424242,0.78125,12,34,23,17,6,8,20
"569","DET",21900215,25,"W",48,128,0.666666666666667,0.5,0.65,12,30,30,19,13,10,17
"570","DET",21900233,-14,"L",48,90,0.482142857142857,0.285714285714286,0.6,6,34,22,16,7,3,18
"571","DET",21900241,15,"W",48,103,0.48780487804878,0.368421052631579,0.84,9,40,23,15,6,5,20
"572","DET",21900254,-1,"L",48,101,0.553571428571429,0.3125,0.6,9,37,23,9,2,2,18
"573","DET",21900268,-3,"L",48,107,0.541666666666667,0.428571428571429,0.5,14,31,27,14,5,4,16
"574","DET",21900288,34,"W",48,132,0.649122807017544,0.483870967741935,0.722222222222222,11,39,33,17,5,5,14
"575","DET",21900299,33,"W",48,127,0.559322033898305,0.514285714285714,0.636363636363636,10,36,33,11,11,7,16
"576","DET",21900307,-24,"L",48,103,0.491228070175439,0.305555555555556,0.636363636363636,9,31,25,12,5,3,19
"577","DET",21900322,7,"W",48,108,0.451612903225806,0.44,0.730769230769231,14,37,21,18,7,5,17
"578","DET",21900348,2,"W",48,105,0.5,0.314285714285714,0.814814814814815,10,36,15,19,6,3,20
"579","DET",21900369,-11,"L",48,111,0.531914893617021,0.357142857142857,0.695652173913043,5,29,23,8,8,2,16
"580","DET",21900386,8,"W",48,115,0.527272727272727,0.324324324324324,0.84,11,44,27,14,6,6,15
"581","DET",21900394,-14,"L",48,119,0.595744680851064,0.333333333333333,0.705882352941177,12,24,29,14,6,4,19
"582","DET",21900408,-13,"L",48,99,0.634615384615385,0.171428571428571,0.681818181818182,10,38,19,15,7,6,17
"583","DET",21900422,-21,"L",48,93,0.425925925925926,0.354838709677419,0.736842105263158,11,25,21,25,13,2,16
"584","DET",21900432,-12,"L",48,107,0.461538461538462,0.457142857142857,0.916666666666667,6,23,30,16,14,4,20
"585","DET",21900445,-16,"L",48,109,0.611111111111111,0.333333333333333,0.722222222222222,6,24,27,14,9,1,14
"586","DET",21900460,30,"W",48,132,0.710526315789474,0.395833333333333,0.807692307692308,11,37,32,15,5,5,23
"587","DET",21900481,-27,"L",48,109,0.518518518518518,0.333333333333333,0.566666666666667,10,30,20,11,9,5,15
"588","DET",21900495,-23,"L",48,81,0.4,0.285714285714286,0.739130434782609,10,33,14,17,10,5,20
"589","DET",21900516,-14,"L",48,112,0.540983606557377,0.212121212121212,0.714285714285714,12,33,20,11,10,1,23
"590","DET",21900532,7,"W",48,111,0.571428571428571,0.407407407407407,0.875,9,37,24,21,13,5,25
"591","DET",21900538,-7,"L",48,99,0.346153846153846,0.423076923076923,0.857142857142857,6,37,21,16,8,6,22
"592","DET",21900548,2,"W",48,115,0.5,0.393939393939394,0.857142857142857,10,30,26,9,8,3,15
"593","DET",21900563,-3,"L",53,112,0.538461538461538,0.3,0.625,19,27,20,16,8,9,25
"594","DET",21900579,-9,"L",48,99,0.54,0.321428571428571,0.666666666666667,12,30,22,19,7,4,20
"595","DET",21900591,-7,"L",53,110,0.432835820895522,0.34375,0.791666666666667,5,38,27,9,11,8,25
"596","DET",21900604,13,"W",48,116,0.760869565217391,0.375,0.526315789473684,3,31,30,13,8,4,19
"597","DET",21900629,33,"W",48,136,0.666666666666667,0.46875,0.76,11,30,31,18,12,8,18
"598","DET",21900639,-6,"L",48,100,0.491228070175439,0.3125,0.7,11,30,19,17,10,5,18
"599","DET",21900654,21,"W",48,127,0.613636363636364,0.413793103448276,0.840909090909091,3,45,19,17,9,4,19
"600","DET",21900670,-13,"L",48,112,0.474576271186441,0.34375,0.741935483870968,10,27,23,8,8,1,23
"601","DET",21900681,-10,"L",53,111,0.434782608695652,0.371428571428571,0.666666666666667,14,38,20,8,5,3,25
"602","DET",21900693,-15,"L",48,100,0.530612244897959,0.342857142857143,0.705882352941177,9,28,18,18,8,7,20
"603","DET",21900709,-10,"L",48,115,0.56140350877193,0.384615384615385,0.75,9,32,25,16,6,5,20
"604","DET",21900720,-13,"L",48,92,0.395348837209302,0.305555555555556,0.735294117647059,13,32,18,17,5,6,12
"605","DET",21900737,5,"W",53,128,0.53968253968254,0.451612903225806,0.75,11,32,33,12,4,2,22
"606","DET",21900748,-14,"L",48,82,0.361111111111111,0.307692307692308,0.666666666666667,16,35,21,16,6,2,13
"607","DET",21900755,8,"W",48,116,0.507462686567164,0.428571428571429,0.75,14,28,31,9,9,2,15
"608","DET",21900773,-7,"L",48,101,0.529411764705882,0.289473684210526,0.736842105263158,14,23,19,11,7,1,23
"609","DET",21900779,-3,"L",48,92,0.525,0.448275862068966,0.6875,3,25,21,16,5,7,19
"610","DET",21900793,-11,"L",48,76,0.468085106382979,0.2,0.846153846153846,19,33,21,21,4,5,18
"611","DET",21900808,-4,"L",53,112,0.468085106382979,0.4,0.933333333333333,9,38,28,21,5,7,20
"612","DET",21900820,-20,"L",48,106,0.58695652173913,0.351351351351351,0.8125,7,39,25,22,3,5,23
"613","DET",21900848,-3,"L",48,104,0.509803921568627,0.314285714285714,0.95,11,33,18,11,7,5,17
"614","DET",21900860,-17,"L",48,98,0.45,0.365853658536585,0.80952380952381,12,21,24,16,8,2,26
"615","DET",21900884,2,"W",48,113,0.53448275862069,0.40625,0.75,10,21,27,10,14,3,19
"616","DET",21900899,-6,"L",48,100,0.394736842105263,0.428571428571429,0.666666666666667,7,35,23,16,6,4,25
"617","DET",21900918,-7,"L",48,107,0.511627906976744,0.418604651162791,0.6,9,27,27,17,8,5,21
"618","DET",21900941,-6,"L",48,105,0.553571428571429,0.3,0.727272727272727,10,28,24,11,4,2,23
"619","DET",21900955,-12,"L",48,84,0.428571428571429,0.289473684210526,0.681818181818182,5,30,21,13,8,2,19
"620","DET",21900971,-18,"L",48,106,0.571428571428571,0.314285714285714,0.68,6,26,25,9,10,3,24
"621","GSW",21900016,-19,"L",48,122,0.421052631578947,0.357142857142857,0.966666666666667,15,27,27,13,7,0,21
"622","GSW",21900036,-28,"L",48,92,0.423728813559322,0.151515151515152,0.870967741935484,12,27,17,15,13,2,15
"623","GSW",21900047,11,"W",48,134,0.536231884057971,0.4,0.75,19,42,37,18,8,2,22
"624","GSW",21900065,-11,"L",48,110,0.518518518518518,0.285714285714286,0.833333333333333,7,36,24,18,8,6,22
"625","GSW",21900076,-17,"L",48,110,0.464285714285714,0.464285714285714,0.904761904761905,7,32,25,11,4,2,22
"626","GSW",21900083,-6,"L",48,87,0.510204081632653,0.321428571428571,0.769230769230769,5,35,23,18,5,5,22
"627","GSW",21900096,9,"W",48,127,0.533333333333333,0.384615384615385,0.916666666666667,8,39,28,10,4,4,17
"628","GSW",21900107,-17,"L",48,112,0.396825396825397,0.393939393939394,0.821428571428571,16,35,22,11,7,1,12
"629","GSW",21900120,-6,"L",53,119,0.485294117647059,0.285714285714286,0.958333333333333,13,36,18,20,12,9,26
"630","GSW",21900131,-6,"L",48,108,0.555555555555556,0.318181818181818,1,6,28,22,15,9,6,18
"631","GSW",21900144,-14,"L",48,108,0.555555555555556,0.32258064516129,0.571428571428571,8,36,23,10,8,2,24
"632","GSW",21900159,-26,"L",48,94,0.5,0.257142857142857,0.764705882352941,10,23,29,17,8,7,14
"633","GSW",21900173,-5,"L",48,100,0.537037037037037,0.178571428571429,0.794117647058823,12,43,17,20,8,4,19
"634","GSW",21900187,-8,"L",48,100,0.454545454545455,0.28,0.826086956521739,9,34,23,12,7,3,19
"635","GSW",21900198,19,"W",48,114,0.557377049180328,0.310344827586207,0.863636363636364,11,40,33,15,5,10,24
"636","GSW",21900208,-48,"L",48,94,0.428571428571429,0.296296296296296,0.64,9,25,18,10,7,5,16
"637","GSW",21900223,-4,"L",48,109,0.46969696969697,0.428571428571429,0.916666666666667,6,31,28,9,11,3,18
"638","GSW",21900250,-3,"L",48,97,0.405797101449275,0.45,0.875,9,32,27,13,10,7,17
"639","GSW",21900266,14,"W",48,104,0.5,0.379310344827586,0.730769230769231,13,41,31,21,12,9,17
"640","GSW",21900273,-17,"L",48,105,0.408163265306122,0.357142857142857,0.875,5,26,19,9,4,3,23
"641","GSW",21900290,-4,"L",48,96,0.441176470588235,0.260869565217391,0.782608695652174,15,31,21,12,6,5,17
"642","GSW",21900295,-25,"L",48,79,0.454545454545455,0.176470588235294,0.833333333333333,18,28,17,25,11,8,20
"643","GSW",21900306,-15,"L",48,91,0.490909090909091,0.391304347826087,0.666666666666667,6,31,18,16,7,3,12
"644","GSW",21900325,2,"W",48,100,0.617021276595745,0.375,0.681818181818182,6,33,24,20,9,4,19
"645","GSW",21900351,-8,"L",48,102,0.363636363636364,0.407407407407407,0.84,10,36,23,16,10,6,21
"646","GSW",21900366,-2,"L",53,122,0.522388059701492,0.27027027027027,0.733333333333333,14,32,27,8,10,6,25
"647","GSW",21900379,-8,"L",48,106,0.516129032258065,0.310344827586207,0.681818181818182,14,34,19,12,9,7,26
"648","GSW",21900393,-21,"L",48,79,0.470588235294118,0.24,0.722222222222222,7,18,24,21,14,1,17
"649","GSW",21900415,-10,"L",48,112,0.384615384615385,0.421052631578947,0.608695652173913,17,33,24,8,7,7,23
"650","GSW",21900429,4,"W",48,106,0.52,0.303030303030303,0.96,10,37,25,18,10,4,24
"651","GSW",21900454,9,"W",48,113,0.456140350877193,0.4,0.833333333333333,13,42,27,20,11,6,27
"652","GSW",21900457,12,"W",48,116,0.542372881355932,0.321428571428571,0.892857142857143,11,43,27,16,7,8,18
"653","GSW",21900471,9,"W",48,105,0.446153846153846,0.333333333333333,0.8,11,30,22,11,10,5,17
"654","GSW",21900482,-20,"L",48,121,0.5,0.461538461538462,0.764705882352941,9,33,28,13,4,3,19
"655","GSW",21900502,-4,"L",53,113,0.463768115942029,0.444444444444444,0.722222222222222,9,35,31,9,5,6,14
"656","GSW",21900512,-15,"L",48,84,0.526315789473684,0.15,0.714285714285714,7,36,20,17,9,1,20
"657","GSW",21900532,-7,"L",48,104,0.360655737704918,0.523809523809524,0.84375,11,31,26,14,13,3,19
"658","GSW",21900547,-13,"L",48,98,0.483333333333333,0.192307692307692,0.78125,10,34,19,19,13,4,18
"659","GSW",21900562,-9,"L",48,98,0.36734693877551,0.394736842105263,0.85,12,40,29,19,7,4,30
"660","GSW",21900576,-9,"L",48,100,0.508771929824561,0.205128205128205,0.72,13,33,28,10,9,1,22
"661","GSW",21900588,-20,"L",48,102,0.310344827586207,0.5,0.714285714285714,12,35,23,22,11,6,18
"662","GSW",21900602,-27,"L",48,97,0.545454545454545,0.28125,0.769230769230769,7,29,27,14,4,1,16
"663","GSW",21900617,-3,"L",53,131,0.44,0.444444444444444,0.870967741935484,10,32,36,19,12,6,20
"664","GSW",21900634,14,"W",48,109,0.574074074074074,0.3,1,7,37,25,11,9,2,13
"665","GSW",21900652,-5,"L",53,124,0.4875,0.25,0.863636363636364,19,41,30,9,7,5,25
"666","GSW",21900665,-33,"L",48,96,0.446153846153846,0.260869565217391,0.833333333333333,11,26,20,8,5,5,23
"667","GSW",21900679,-11,"L",48,118,0.488372093023256,0.487179487179487,0.826086956521739,7,31,31,20,6,3,16
"668","GSW",21900702,-11,"L",48,104,0.468085106382979,0.375,0.714285714285714,6,34,29,14,6,3,24
"669","GSW",21900717,-15,"L",48,104,0.552631578947368,0.307692307692308,0.866666666666667,3,27,24,17,11,6,19
"670","GSW",21900730,19,"W",48,131,0.545454545454545,0.514285714285714,0.894736842105263,10,34,39,11,11,10,16
"671","GSW",21900744,8,"W",48,125,0.491228070175439,0.5,0.774193548387097,12,32,31,14,8,6,25
"672","GSW",21900757,-41,"L",48,88,0.526315789473684,0.128205128205128,0.722222222222222,7,27,20,7,6,7,14
"673","GSW",21900783,-5,"L",48,120,0.578947368421053,0.40625,0.652173913043478,8,25,31,18,15,6,27
"674","GSW",21900800,-12,"L",48,101,0.441860465116279,0.323529411764706,0.882352941176471,6,34,23,16,8,2,21
"675","GSW",21900815,-6,"L",48,106,0.608695652173913,0.354838709677419,0.894736842105263,4,34,27,22,8,7,20
"676","GSW",21900825,-30,"L",48,105,0.660714285714286,0.212121212121212,0.833333333333333,13,27,26,23,11,7,16
"677","GSW",21900847,-14,"L",48,101,0.508771929824561,0.314285714285714,0.666666666666667,11,37,28,15,9,7,16
"678","GSW",21900863,-18,"L",48,94,0.607843137254902,0.142857142857143,0.833333333333333,5,29,21,17,7,2,25
"679","GSW",21900876,-30,"L",48,86,0.520833333333333,0.28125,0.9,5,32,27,27,7,3,27
"680","GSW",21900894,16,"W",48,115,0.56140350877193,0.3,0.75,13,36,30,10,9,6,21
"681","GSW",21900901,-14,"L",48,110,0.540983606557377,0.321428571428571,0.708333333333333,18,34,25,22,7,7,24
"682","GSW",21900913,16,"W",48,116,0.585365853658537,0.439024390243902,0.636363636363636,5,30,31,11,8,3,23
"683","GSW",21900929,-8,"L",48,113,0.565217391304348,0.269230769230769,0.76,14,38,34,16,4,5,23
"684","GSW",21900944,4,"W",48,118,0.636363636363636,0.36,0.75,7,28,30,7,4,2,19
"685","GSW",21900967,-24,"L",48,107,0.634146341463415,0.289473684210526,0.814814814814815,4,31,25,10,3,0,17
"686","HOU",21900015,-6,"L",48,111,0.404761904761905,0.333333333333333,0.743589743589744,10,47,25,14,6,6,25
"687","HOU",21900032,3,"W",48,126,0.612244897959184,0.288888888888889,0.9,9,36,27,19,7,4,22
"688","HOU",21900045,4,"W",48,116,0.630434782608696,0.227272727272727,0.848484848484849,9,31,21,14,6,6,24
"689","HOU",21900061,1,"W",48,159,0.653061224489796,0.425925925925926,0.787878787878788,19,25,34,13,10,5,24
"690","HOU",21900069,-7,"L",48,116,0.568627450980392,0.25,0.814814814814815,9,31,21,12,13,4,21
"691","HOU",21900086,-29,"L",48,100,0.548387096774194,0.291666666666667,0.774193548387097,4,34,19,22,6,5,24
"692","HOU",21900093,7,"W",48,107,0.418604651162791,0.34,0.689655172413793,14,37,20,18,6,5,21
"693","HOU",21900107,17,"W",48,129,0.519230769230769,0.466666666666667,0.631578947368421,11,39,31,13,7,9,20
"694","HOU",21900129,23,"W",48,117,0.512820512820513,0.431818181818182,0.714285714285714,9,46,18,24,12,7,21
"695","HOU",21900142,6,"W",48,122,0.727272727272727,0.292682926829268,0.6875,7,40,16,19,9,6,22
"696","HOU",21900157,9,"W",48,102,0.431818181818182,0.333333333333333,0.814814814814815,9,44,12,10,7,6,17
"697","HOU",21900169,9,"W",48,111,0.511627906976744,0.304347826086957,0.862068965517241,10,34,12,8,11,3,23
"698","HOU",21900179,20,"W",48,125,0.533333333333333,0.387755102040816,0.909090909090909,14,28,15,12,7,3,18
"699","HOU",21900193,24,"W",48,132,0.545454545454545,0.377777777777778,0.807692307692308,17,41,24,16,9,10,21
"700","HOU",21900211,-10,"L",48,95,0.526315789473684,0.315789473684211,0.76,9,34,19,21,9,2,22
"701","HOU",21900224,-3,"L",48,119,0.585365853658537,0.348837209302326,0.684210526315789,11,32,22,15,11,2,27
"702","HOU",21900235,-14,"L",48,123,0.648148148148148,0.227272727272727,0.741935483870968,15,39,26,11,5,2,26
"703","HOU",21900259,9,"W",48,117,0.58974358974359,0.340909090909091,0.787878787878788,9,34,19,15,11,2,22
"704","HOU",21900282,47,"W",48,158,0.710526315789474,0.490196078431373,0.852941176470588,13,39,30,15,9,2,23
"705","HOU",21900303,-2,"L",58,133,0.45,0.294117647058824,0.944444444444444,18,42,22,17,11,7,30
"706","HOU",21900318,10,"W",48,119,0.418604651162791,0.4,0.894736842105263,20,34,29,23,11,2,24
"707","HOU",21900333,6,"W",48,115,0.588235294117647,0.275,0.733333333333333,10,41,21,16,10,7,28
"708","HOU",21900346,-1,"L",48,118,0.705882352941177,0.34,0.826086956521739,11,40,25,19,4,6,20
"709","HOU",21900356,6,"W",48,116,0.577777777777778,0.404761904761905,1,11,25,18,13,10,6,14
"710","HOU",21900371,23,"W",48,130,0.553191489361702,0.564102564102564,0.923076923076923,7,35,21,9,5,7,20
"711","HOU",21900386,-8,"L",48,107,0.491228070175439,0.288888888888889,0.666666666666667,11,35,18,11,9,8,19
"712","HOU",21900396,2,"W",48,109,0.527272727272727,0.255813953488372,0.666666666666667,14,44,20,13,9,6,19
"713","HOU",21900419,5,"W",48,122,0.591836734693878,0.378378378378378,0.758620689655172,10,33,23,18,9,4,20
"714","HOU",21900437,14,"W",48,139,0.695652173913043,0.463414634146341,0.782608695652174,5,32,23,10,4,5,23
"715","HOU",21900453,9,"W",48,113,0.5,0.384615384615385,0.869565217391304,6,33,18,11,10,3,22
"716","HOU",21900457,-12,"L",48,104,0.428571428571429,0.313725490196078,0.875,14,35,19,12,8,3,25
"717","HOU",21900478,10,"W",48,108,0.525423728813559,0.30952380952381,0.4375,16,38,16,14,7,6,15
"718","HOU",21900488,-15,"L",48,112,0.642857142857143,0.384615384615385,0.65,8,33,29,17,5,3,16
"719","HOU",21900501,26,"W",48,130,0.566037735849057,0.470588235294118,0.709677419354839,13,30,20,15,6,7,17
"720","HOU",21900520,10,"W",48,118,0.537037037037037,0.375,0.75,8,38,22,14,6,3,24
"721","HOU",21900558,7,"W",48,122,0.553191489361702,0.288888888888889,0.75609756097561,16,43,22,13,7,7,21
"722","HOU",21900566,-21,"L",48,92,0.469387755102041,0.275,0.928571428571429,8,31,16,14,4,3,21
"723","HOU",21900577,30,"W",48,139,0.62,0.4,0.793103448275862,12,46,29,22,9,6,24
"724","HOU",21900600,-11,"L",48,110,0.560975609756098,0.311111111111111,0.916666666666667,9,32,18,16,4,2,23
"725","HOU",21900611,-10,"L",48,107,0.468085106382979,0.326530612244898,0.652173913043478,12,38,24,12,4,4,22
"726","HOU",21900633,-9,"L",48,115,0.528301886792453,0.324324324324324,0.793103448275862,11,35,20,20,8,4,26
"727","HOU",21900645,-5,"L",48,107,0.653846153846154,0.2,0.705882352941177,9,34,21,11,6,7,23
"728","HOU",21900662,16,"W",48,121,0.483333333333333,0.448275862068966,0.857142857142857,18,35,26,19,10,7,16
"729","HOU",21900675,7,"W",48,131,0.610169491525424,0.34375,0.838709677419355,5,30,24,11,11,9,18
"730","HOU",21900685,-7,"L",48,110,0.527272727272727,0.333333333333333,0.703703703703704,15,29,19,18,6,7,21
"731","HOU",21900698,9,"W",48,126,0.560975609756098,0.375,0.714285714285714,6,34,14,17,11,4,25
"732","HOU",21900712,-13,"L",48,112,0.48936170212766,0.361702127659574,0.833333333333333,9,30,21,15,8,5,23
"733","HOU",21900722,7,"W",48,128,0.452830188679245,0.466666666666667,0.85,7,30,25,7,11,5,20
"734","HOU",21900738,8,"W",48,117,0.462962962962963,0.313725490196078,0.863636363636364,11,32,22,8,14,3,18
"735","HOU",21900752,15,"W",48,125,0.621621621621622,0.333333333333333,0.826086956521739,7,34,25,5,11,5,19
"736","HOU",21900768,10,"W",48,121,0.558139534883721,0.452380952380952,0.888888888888889,6,31,20,16,8,4,22
"737","HOU",21900774,-36,"L",48,91,0.486486486486487,0.229166666666667,0.846153846153846,8,21,16,16,8,5,21
"738","HOU",21900790,-1,"L",48,113,0.547169811320755,0.357142857142857,0.714285714285714,7,29,20,8,10,5,19
"739","HOU",21900806,11,"W",48,116,0.625,0.288888888888889,0.880952380952381,5,40,17,14,9,6,21
"740","HOU",21900825,30,"W",48,135,0.555555555555556,0.510204081632653,0.909090909090909,8,28,31,16,14,7,15
"741","HOU",21900841,10,"W",48,120,0.568181818181818,0.416666666666667,0.714285714285714,6,36,20,10,9,5,25
"742","HOU",21900853,11,"W",48,123,0.710526315789474,0.333333333333333,0.67741935483871,5,33,20,13,11,7,22
"743","HOU",21900870,28,"W",48,140,0.674418604651163,0.46,0.866666666666667,9,35,22,19,8,7,25
"744","HOU",21900892,1,"W",53,111,0.604651162790698,0.272727272727273,0.777777777777778,12,41,17,16,10,8,20
"745","HOU",21900903,-2,"L",48,123,0.5,0.357142857142857,0.925925925925926,8,26,25,12,11,5,20
"746","HOU",21900927,-15,"L",48,105,0.509090909090909,0.166666666666667,0.777777777777778,15,36,19,11,6,5,25
"747","HOU",21900940,-9,"L",48,99,0.645161290322581,0.333333333333333,0.7,13,29,22,21,9,3,25
"748","HOU",21900953,-20,"L",48,106,0.535714285714286,0.28125,0.76,11,27,21,18,10,7,23
"749","HOU",21900963,6,"W",48,117,0.619047619047619,0.394736842105263,0.769230769230769,5,28,24,18,9,5,20
"750","HOU",21901238,4,"W",53,153,0.622641509433962,0.395833333333333,0.769230769230769,7,36,26,9,12,10,31
"751","HOU",21901248,4,"W",48,120,0.5,0.344262295081967,0.870967741935484,6,30,22,9,15,3,24
"752","HOU",21901261,-8,"L",48,102,0.441176470588235,0.358490566037736,0.625,5,34,24,10,7,3,26
"753","HOU",21901273,16,"W",48,113,0.555555555555556,0.368421052631579,0.869565217391304,4,30,26,20,11,5,28
"754","HOU",21901290,17,"W",48,129,0.735294117647059,0.315789473684211,0.833333333333333,8,40,21,15,9,3,18
"755","HOU",21901298,-18,"L",48,105,0.536585365853659,0.291666666666667,0.904761904761905,4,33,18,18,14,3,19
"756","HOU",21901304,-4,"L",48,104,0.551724137931034,0.280701754385965,0.857142857142857,6,43,20,20,8,6,20
"757","HOU",21901315,-38,"L",48,96,0.71875,0.25,0.875,1,26,25,17,10,9,18
"758","IND",21900004,-9,"L",48,110,0.485294117647059,0.380952380952381,0.833333333333333,10,26,26,15,8,6,28
"759","IND",21900030,-11,"L",48,99,0.491525423728814,0.357142857142857,0.846153846153846,6,30,23,17,7,3,27
"760","IND",21900041,-2,"L",48,94,0.452054794520548,0.285714285714286,0.769230769230769,13,32,24,8,11,4,18
"761","IND",21900059,10,"W",48,118,0.485714285714286,0.423076923076923,0.85,11,30,25,9,9,2,24
"762","IND",21900070,7,"W",48,102,0.492753623188406,0.185185185185185,0.904761904761905,13,45,20,14,8,10,24
